PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"21487312","Resistance and aerobic exercise: the influence of mode on the relationship between IL-6 and glucose tolerance in young men who are obese","Mitchell JB, Phillips MD, Yellott RC, Currie LM.","J Strength Cond Res. 2011 Jun;25(6):1529-37. doi: 10.1519/JSC.0b013e3182176638.","Mitchell JB","J Strength Cond Res","2011","2011/04/14","","","10.1519/JSC.0b013e3182176638"
"21503389","Acute effect of resistance exercise intensity in cardiac autonomic modulation after exercise","Lima AH, Forjaz CL, Silva GQ, Menêses AL, Silva AJ, Ritti-Dias RM.","Arq Bras Cardiol. 2011 Jun;96(6):498-503. doi: 10.1590/s0066-782x2011005000043. Epub 2011 Apr 15.","Lima AH","Arq Bras Cardiol","2011","2011/04/20","","","10.1590/s0066-782x2011005000043"
"21508135","Impaired muscle AMPK activation in the metabolic syndrome may attenuate improved insulin action after exercise training","Layne AS, Nasrallah S, South MA, Howell ME, McCurry MP, Ramsey MW, Stone MH, Stuart CA.","J Clin Endocrinol Metab. 2011 Jun;96(6):1815-26. doi: 10.1210/jc.2010-2532. Epub 2011 Apr 20.","Layne AS","J Clin Endocrinol Metab","2011","2011/04/22","PMC3100747","","10.1210/jc.2010-2532"
"21527385","Cycling with functional electrical stimulation in an adult with spastic diplegic cerebral palsy","Johnston TE, Wainwright SF.","Phys Ther. 2011 Jun;91(6):970-82. doi: 10.2522/ptj.20100286. Epub 2011 Apr 28.","Johnston TE","Phys Ther","2011","2011/04/30","","","10.2522/ptj.20100286"
"21547832","The effects of different initial restrictive pressures used to reduce blood flow and thigh composition on tissue oxygenation of the quadriceps","Karabulut M, McCarron J, Abe T, Sato Y, Bemben M.","J Sports Sci. 2011 Jun;29(9):951-8. doi: 10.1080/02640414.2011.572992.","Karabulut M","J Sports Sci","2011","2011/05/07","","","10.1080/02640414.2011.572992"
"21558030","Impact of a supervised strength training or walking training over a subsequent unsupervised therapy period on walking capacity in patients with claudication","Menêses AL, de Lima GH, Forjaz CL, Lima AH, Silva GQ, Cucato GG, Rodrigues SL, Wolosker N, Marucci Mde F, Dias RM.","J Vasc Nurs. 2011 Jun;29(2):81-6. doi: 10.1016/j.jvn.2011.01.002.","Menêses AL","J Vasc Nurs","2011","2011/05/12","","","10.1016/j.jvn.2011.01.002"
"21574781","The influence of training and maturity status on girls' responses to short-term, high-intensity upper- and lower-body exercise","McNarry MA, Welsman JR, Jones AM.","Appl Physiol Nutr Metab. 2011 Jun;36(3):344-52. doi: 10.1139/h11-019. Epub 2011 May 16.","McNarry MA","Appl Physiol Nutr Metab","2011","2011/05/18","","","10.1139/h11-019"
"21596468","[Improving physical fitness in adolescents through a school-based intervention: the EDUFIT study]","Ardoy DN, Fernández-Rodríguez JM, Ruiz JR, Chillón P, España-Romero V, Castillo MJ, Ortega FB.","Rev Esp Cardiol. 2011 Jun;64(6):484-91. doi: 10.1016/j.recesp.2011.01.009. Epub 2011 May 18.","Ardoy DN","Rev Esp Cardiol","2011","2011/05/21","","","10.1016/j.recesp.2011.01.009"
"21602646","Crossmodal session rating of perceived exertion response at low and moderate intensities","Green JM, Laurent CM, Bacon NT, Oneal EK, Davis JK, Bishop PA.","J Strength Cond Res. 2011 Jun;25(6):1598-604. doi: 10.1519/JSC.0b013e3181ddf6a2.","Green JM","J Strength Cond Res","2011","2011/05/24","","","10.1519/JSC.0b013e3181ddf6a2"
"21602648","Strength training's chronic effects on muscle architecture parameters of different arm sites","Matta T, Simão R, de Salles BF, Spineti J, Oliveira LF.","J Strength Cond Res. 2011 Jun;25(6):1711-7. doi: 10.1519/JSC.0b013e3181dba162.","Matta T","J Strength Cond Res","2011","2011/05/24","","","10.1519/JSC.0b013e3181dba162"
"21615186","The ACE gene and human performance: 12 years on","Puthucheary Z, Skipworth JR, Rawal J, Loosemore M, Van Someren K, Montgomery HE.","Sports Med. 2011 Jun 1;41(6):433-48. doi: 10.2165/11588720-000000000-00000.","Puthucheary Z","Sports Med","2011","2011/05/28","","","10.2165/11588720-000000000-00000"
"21616771","Exercise training biomarkers: influence of short-term diet modification on the blood lactate to rating of perceived exertion (La:RPE) ratio","Duke JW, Lane AR, Behr MB, Ondrak KS, Hackney AC.","Acta Physiol Hung. 2011 Jun;98(2):128-36. doi: 10.1556/APhysiol.98.2011.2.4.","Duke JW","Acta Physiol Hung","2011","2011/05/28","","","10.1556/APhysiol.98.2011.2.4"
"21681154","The effects of rope or weighted rope jump training on strength, coordination and proprioception in adolescent female volleyball players","Ozer D, Duzgun I, Baltaci G, Karacan S, Colakoglu F.","J Sports Med Phys Fitness. 2011 Jun;51(2):211-9.","Ozer D","J Sports Med Phys Fitness","2011","2011/06/18","","",""
"21725113","Changes in a top-level soccer referee's training, match activities, and physiology over an 8-year period: a case study","Weston M, Gregson W, Castagna C, Breivik S, Impellizzeri FM, Lovell RJ.","Int J Sports Physiol Perform. 2011 Jun;6(2):281-6. doi: 10.1123/ijspp.6.2.281.","Weston M","Int J Sports Physiol Perform","2011","2011/07/05","","","10.1123/ijspp.6.2.281"
"23486484","Determination of strength exercise intensities based on the load-power-velocity relationship","Jandačka D, Beremlijski P.","J Hum Kinet. 2011 Jun;28:33-44. doi: 10.2478/v10078-011-0020-2. Epub 2011 Jul 4.","Jandačka D","J Hum Kinet","2011","2013/03/15","PMC3592102","","10.2478/v10078-011-0020-2"
"24149869","Effects of Combined Creatine Plus Fenugreek Extract vs. Creatine Plus Carbohydrate Supplementation on Resistance Training Adaptations","Taylor L, Poole C, Pena E, Lewing M, Kreider R, Foster C, Wilborn C.","J Sports Sci Med. 2011 Jun 1;10(2):254-60. eCollection 2011.","Taylor L","J Sports Sci Med","2011","2013/10/24","PMC3761853","",""
"24149870","Effect of a pre-workout energy supplement on acute multi-joint resistance exercise","Gonzalez AM, Walsh AL, Ratamess NA, Kang J, Hoffman JR.","J Sports Sci Med. 2011 Jun 1;10(2):261-6. eCollection 2011.","Gonzalez AM","J Sports Sci Med","2011","2013/10/24","PMC3761845","",""
"24149879","Effects of whole-body vibration on resistance training for untrained adults","Osawa Y, Oguma Y.","J Sports Sci Med. 2011 Jun 1;10(2):328-37. eCollection 2011.","Osawa Y","J Sports Sci Med","2011","2013/10/24","PMC3761851","",""
"21486778","Eukaryotic initiation factor 2B epsilon induces cap-dependent translation and skeletal muscle hypertrophy","Mayhew DL, Hornberger TA, Lincoln HC, Bamman MM.","J Physiol. 2011 Jun 15;589(Pt 12):3023-37. doi: 10.1113/jphysiol.2010.202432. Epub 2011 Apr 11.","Mayhew DL","J Physiol","2011","2011/04/14","PMC3139084","","10.1113/jphysiol.2010.202432"
"20189663","Differential response to resistance training in CHF according to ACE genotype","Williams AD, Anderson MJ, Selig S, Carey MF, Febbraio MA, Hayes A, Toia D, Harrap SB, Hare DL.","Int J Cardiol. 2011 Jun 16;149(3):330-4. doi: 10.1016/j.ijcard.2010.02.012. Epub 2010 Mar 1.","Williams AD","Int J Cardiol","2011","2010/03/02","","","10.1016/j.ijcard.2010.02.012"
"21689421","Effects of diet type and supplementation of glucosamine, chondroitin, and MSM on body composition, functional status, and markers of health in women with knee osteoarthritis initiating a resistance-based exercise and weight loss program","Magrans-Courtney T, Wilborn C, Rasmussen C, Ferreira M, Greenwood L, Campbell B, Kerksick CM, Nassar E, Li R, Iosia M, Cooke M, Dugan K, Willoughby D, Soliah L, Kreider RB.","J Int Soc Sports Nutr. 2011 Jun 20;8(1):8. doi: 10.1186/1550-2783-8-8.","Magrans-Courtney T","J Int Soc Sports Nutr","2011","2011/06/22","PMC3141631","","10.1186/1550-2783-8-8"
"21382525","Attenuated inspiratory muscle metaboreflex in endurance-trained individuals","Callegaro CC, Ribeiro JP, Tan CO, Taylor JA.","Respir Physiol Neurobiol. 2011 Jun 30;177(1):24-9. doi: 10.1016/j.resp.2011.03.001. Epub 2011 Mar 5.","Callegaro CC","Respir Physiol Neurobiol","2011","2011/03/09","","","10.1016/j.resp.2011.03.001"
"21127894","Bilateral deficit phenomenon and the role of antagonist muscle activity during maximal isometric knee extensions in young, athletic men","Kuruganti U, Murphy T, Pardy T.","Eur J Appl Physiol. 2011 Jul;111(7):1533-9. doi: 10.1007/s00421-010-1752-8. Epub 2010 Dec 3.","Kuruganti U","Eur J Appl Physiol","2011","2010/12/04","","","10.1007/s00421-010-1752-8"
"21131862","Exercise dosing to retain resistance training adaptations in young and older adults","Bickel CS, Cross JM, Bamman MM.","Med Sci Sports Exerc. 2011 Jul;43(7):1177-87. doi: 10.1249/MSS.0b013e318207c15d.","Bickel CS","Med Sci Sports Exerc","2011","2010/12/07","","","10.1249/MSS.0b013e318207c15d"
"21132441","Adaptations to high-intensity training are independent of gender","Astorino TA, Allen RP, Roberson DW, Jurancich M, Lewis R, McCarthy K, Trost E.","Eur J Appl Physiol. 2011 Jul;111(7):1279-86. doi: 10.1007/s00421-010-1741-y. Epub 2010 Dec 4.","Astorino TA","Eur J Appl Physiol","2011","2010/12/07","","","10.1007/s00421-010-1741-y"
"21161264","Effects of acid-base balance and high or low intensity exercise on VEGF and bFGF","Wahl P, Zinner C, Achtzehn S, Behringer M, Bloch W, Mester J.","Eur J Appl Physiol. 2011 Jul;111(7):1405-13. doi: 10.1007/s00421-010-1767-1. Epub 2010 Dec 15.","Wahl P","Eur J Appl Physiol","2011","2010/12/17","","","10.1007/s00421-010-1767-1"
"21161265","Effect of resistance training during hemodialysis on circulating cytokines: a randomized controlled trial","Cheema BS, Abas H, Smith BC, O'Sullivan AJ, Chan M, Patwardhan A, Kelly J, Gillin A, Pang G, Lloyd B, Berger K, Baune BT, Fiatarone Singh MA.","Eur J Appl Physiol. 2011 Jul;111(7):1437-45. doi: 10.1007/s00421-010-1763-5. Epub 2010 Dec 16.","Cheema BS","Eur J Appl Physiol","2011","2010/12/17","","","10.1007/s00421-010-1763-5"
"21200342","Inspiratory muscle training in type 2 diabetes with inspiratory muscle weakness","Corrêa AP, Ribeiro JP, Balzan FM, Mundstock L, Ferlin EL, Moraes RS.","Med Sci Sports Exerc. 2011 Jul;43(7):1135-41. doi: 10.1249/MSS.0b013e31820a7c12.","Corrêa AP","Med Sci Sports Exerc","2011","2011/01/05","","","10.1249/MSS.0b013e31820a7c12"
"21342757","Improvement of heart rate variability after exercise training and its predictors in COPD","Camillo CA, Laburu Vde M, Gonçalves NS, Cavalheri V, Tomasi FP, Hernandes NA, Ramos D, Marquez Vanderlei LC, Cipulo Ramos EM, Probst VS, Pitta F.","Respir Med. 2011 Jul;105(7):1054-62. doi: 10.1016/j.rmed.2011.01.014. Epub 2011 Feb 20.","Camillo CA","Respir Med","2011","2011/02/24","","","10.1016/j.rmed.2011.01.014"
"21399534","Control of resistance training intensity by the OMNI perceived exertion scale","Naclerio F, Rodríguez-Romo G, Barriopedro-Moro MI, Jiménez A, Alvar BA, Triplett NT.","J Strength Cond Res. 2011 Jul;25(7):1879-88. doi: 10.1519/JSC.0b013e3181e501e9.","Naclerio F","J Strength Cond Res","2011","2011/03/15","","","10.1519/JSC.0b013e3181e501e9"
"21427602","Do antioxidant vitamins ameliorate the beneficial effects of exercise training on insulin sensitivity?","Lavie CJ, Milani JN.","J Cardiopulm Rehabil Prev. 2011 Jul-Aug;31(4):211-6. doi: 10.1097/HCR.0b013e318211e3d8.","Lavie CJ","J Cardiopulm Rehabil Prev","2011","2011/03/24","","","10.1097/HCR.0b013e318211e3d8"
"21441068","Cardiovascular and metabolic effects of community based resistance training in an older population","Williams AD, Almond J, Ahuja KD, Beard DC, Robertson IK, Ball MJ.","J Sci Med Sport. 2011 Jul;14(4):331-7. doi: 10.1016/j.jsams.2011.02.011. Epub 2011 Mar 26.","Williams AD","J Sci Med Sport","2011","2011/03/29","","","10.1016/j.jsams.2011.02.011"
"21478767","Dietary analysis of young professional soccer players for 1 week during the competitive season","Russell M, Pennock A.","J Strength Cond Res. 2011 Jul;25(7):1816-23. doi: 10.1519/JSC.0b013e3181e7fbdd.","Russell M","J Strength Cond Res","2011","2011/04/12","","","10.1519/JSC.0b013e3181e7fbdd"
"21487313","Reproducibility of an incremental treadmill VO(2)max test with gas exchange analysis for runners","Lourenço TF, Martins LE, Tessutti LS, Brenzikofer R, Macedo DV.","J Strength Cond Res. 2011 Jul;25(7):1994-9. doi: 10.1519/JSC.0b013e3181e501d6.","Lourenço TF","J Strength Cond Res","2011","2011/04/14","","","10.1519/JSC.0b013e3181e501d6"
"21499134","Effects of linear vs. daily undulatory periodized resistance training on maximal and submaximal strength gains","Miranda F, Simão R, Rhea M, Bunker D, Prestes J, Leite RD, Miranda H, de Salles BF, Novaes J.","J Strength Cond Res. 2011 Jul;25(7):1824-30. doi: 10.1519/JSC.0b013e3181e7ff75.","Miranda F","J Strength Cond Res","2011","2011/04/19","","","10.1519/JSC.0b013e3181e7ff75"
"21508128","Nine days of intensive exercise training improves mitochondrial function but not insulin action in adult offspring of mothers with type 2 diabetes","Irving BA, Short KR, Nair KS, Stump CS.","J Clin Endocrinol Metab. 2011 Jul;96(7):E1137-41. doi: 10.1210/jc.2010-2863. Epub 2011 Apr 20.","Irving BA","J Clin Endocrinol Metab","2011","2011/04/22","PMC3417164","","10.1210/jc.2010-2863"
"21512399","Effect of different frequencies of creatine supplementation on muscle size and strength in young adults","Candow DG, Chilibeck PD, Burke DG, Mueller KD, Lewis JD.","J Strength Cond Res. 2011 Jul;25(7):1831-8. doi: 10.1519/JSC.0b013e3181e7419a.","Candow DG","J Strength Cond Res","2011","2011/04/23","","","10.1519/JSC.0b013e3181e7419a"
"21512400","Estimation of oxygen uptake from heart rate and ratings of perceived exertion in young soccer players","Wong del P, Carling C, Chaouachi A, Dellal A, Castagna C, Chamari K, Behm DG.","J Strength Cond Res. 2011 Jul;25(7):1983-8. doi: 10.1519/JSC.0b013e3181e4ffe6.","Wong del P","J Strength Cond Res","2011","2011/04/23","","","10.1519/JSC.0b013e3181e4ffe6"
"21512401","Changes in vertical jump height, anthropometric characteristics, and biochemical parameters after contrast training in master athletes and physically active older people","González-Ravé JM, Delgado M, Vaquero M, Juarez D, Newton RU.","J Strength Cond Res. 2011 Jul;25(7):1866-78. doi: 10.1519/JSC.0b013e3181e4f9da.","González-Ravé JM","J Strength Cond Res","2011","2011/04/23","","","10.1519/JSC.0b013e3181e4f9da"
"21551010","Effects of 8 wk of voluntary unloaded wheel running on K+ tolerance and excitability of soleus muscles in rat","Broch-Lips M, de Paoli F, Pedersen TH, Overgaard K, Nielsen OB.","J Appl Physiol (1985). 2011 Jul;111(1):212-20. doi: 10.1152/japplphysiol.00687.2010. Epub 2011 May 5.","Broch-Lips M","J Appl Physiol (1985)","2011","2011/05/10","","","10.1152/japplphysiol.00687.2010"
"21572356","Effects of two different half-squat training programs on fatigue during repeated cycling sprints in soccer players","Bogdanis GC, Papaspyrou A, Souglis AG, Theos A, Sotiropoulos A, Maridaki M.","J Strength Cond Res. 2011 Jul;25(7):1849-56. doi: 10.1519/JSC.0b013e3181e83a1e.","Bogdanis GC","J Strength Cond Res","2011","2011/05/17","","","10.1519/JSC.0b013e3181e83a1e"
"21572357","Effects of a 6-week periodized squat training with or without whole-body vibration upon short-term adaptations in squat strength and body composition","Lamont HS, Cramer JT, Bemben DA, Shehab RL, Anderson MA, Bemben MG.","J Strength Cond Res. 2011 Jul;25(7):1839-48. doi: 10.1519/JSC.0b013e3181e7ffad.","Lamont HS","J Strength Cond Res","2011","2011/05/17","","","10.1519/JSC.0b013e3181e7ffad"
"21606860","Physiological and perceived exertion responses at intermittent critical power and intermittent maximal lactate steady state","Okuno NM, Perandini LA, Bishop D, Simões HG, Pereira G, Berthoin S, Kokubun E, Nakamura FY.","J Strength Cond Res. 2011 Jul;25(7):2053-8. doi: 10.1519/JSC.0b013e3181e83a36.","Okuno NM","J Strength Cond Res","2011","2011/05/25","","","10.1519/JSC.0b013e3181e83a36"
"21659886","Effect of training with and without a load on military fitness tests and marksmanship","Swain DP, Ringleb SI, Naik DN, Butowicz CM.","J Strength Cond Res. 2011 Jul;25(7):1857-65. doi: 10.1519/JSC.0b013e318220dbcf.","Swain DP","J Strength Cond Res","2011","2011/06/11","","","10.1519/JSC.0b013e318220dbcf"
"21659887","The effect of pomegranate juice supplementation on strength and soreness after eccentric exercise","Trombold JR, Reinfeld AS, Casler JR, Coyle EF.","J Strength Cond Res. 2011 Jul;25(7):1782-8. doi: 10.1519/JSC.0b013e318220d992.","Trombold JR","J Strength Cond Res","2011","2011/06/11","","","10.1519/JSC.0b013e318220d992"
"21659894","A biomechanical analysis of straight and hexagonal barbell deadlifts using submaximal loads","Swinton PA, Stewart A, Agouris I, Keogh JW, Lloyd R.","J Strength Cond Res. 2011 Jul;25(7):2000-9. doi: 10.1519/JSC.0b013e3181e73f87.","Swinton PA","J Strength Cond Res","2011","2011/06/11","","","10.1519/JSC.0b013e3181e73f87"
"21701281","Performance and fatigue during repeated sprints: what is the appropriate sprint dose?","Morin JB, Dupuy J, Samozino P.","J Strength Cond Res. 2011 Jul;25(7):1918-24. doi: 10.1519/JSC.0b013e3181e075a3.","Morin JB","J Strength Cond Res","2011","2011/06/25","","","10.1519/JSC.0b013e3181e075a3"
"21701283","Smith machine counterbalance system affects measures of maximal bench press throw performance","Vingren JL, Buddhadev HH, Hill DW.","J Strength Cond Res. 2011 Jul;25(7):1951-6. doi: 10.1519/JSC.0b013e31821eb67f.","Vingren JL","J Strength Cond Res","2011","2011/06/25","","","10.1519/JSC.0b013e31821eb67f"
"21701287","Time course of strength and power recovery after resistance training with different movement velocities","Ide BN, Leme TC, Lopes CR, Moreira A, Dechechi CJ, Sarraipa MF, Da Mota GR, Brenzikofer R, Macedo DV.","J Strength Cond Res. 2011 Jul;25(7):2025-33. doi: 10.1519/JSC.0b013e3181e7393f.","Ide BN","J Strength Cond Res","2011","2011/06/25","","","10.1519/JSC.0b013e3181e7393f"
"21703531","Effects of interval cycle training with or without strength training on vascular reactivity in heart failure patients","Anagnostakou V, Chatzimichail K, Dimopoulos S, Karatzanos E, Papazachou O, Tasoulis A, Anastasiou-Nana M, Roussos C, Nanas S.","J Card Fail. 2011 Jul;17(7):585-91. doi: 10.1016/j.cardfail.2011.02.009. Epub 2011 Apr 22.","Anagnostakou V","J Card Fail","2011","2011/06/28","","","10.1016/j.cardfail.2011.02.009"
"21718270","Effect of a high-intensity functional exercise program on functional balance: preplanned subgroup analyses of a randomized controlled trial in residential care facilities","Littbrand H, Carlsson M, Lundin-Olsson L, Lindelöf N, Håglin L, Gustafson Y, Rosendahl E.","J Am Geriatr Soc. 2011 Jul;59(7):1274-82. doi: 10.1111/j.1532-5415.2011.03484.x. Epub 2011 Jun 30.","Littbrand H","J Am Geriatr Soc","2011","2011/07/02","","","10.1111/j.1532-5415.2011.03484.x"
"21727301","Enhancing strength and postocclusive calf blood flow in older people with training with blood-flow restriction","Patterson SD, Ferguson RA.","J Aging Phys Act. 2011 Jul;19(3):201-13. doi: 10.1123/japa.19.3.201.","Patterson SD","J Aging Phys Act","2011","2011/07/06","","","10.1123/japa.19.3.201"
"21727306","Strength-training behavior and perceived environment among Japanese older adults","Harada K, Oka K, Shibata A, Ishii K, Nakamura Y, Inoue S, Shimomitsu T.","J Aging Phys Act. 2011 Jul;19(3):262-72. doi: 10.1123/japa.19.3.262.","Harada K","J Aging Phys Act","2011","2011/07/06","","","10.1123/japa.19.3.262"
"21886949","Effects of upper body resistance training on pulmonary functions in sedentary male smokers","Singh VP, Jani H, John V, Singh P, Joseley T.","Lung India. 2011 Jul;28(3):169-73. doi: 10.4103/0970-2113.83971.","Singh VP","Lung India","2011","2011/09/03","PMC3162752","","10.4103/0970-2113.83971"
"21944070","Comparison of recovery strategies on maximal force-generating capacity and electromyographic activity level of the knee extensor muscles","Zarrouk N, Rebai H, Yahia A, Souissi N, Hug F, Dogui M.","J Athl Train. 2011 Jul-Aug;46(4):386-94. doi: 10.4085/1062-6050-46.4.386.","Zarrouk N","J Athl Train","2011","2011/09/28","PMC3419150","","10.4085/1062-6050-46.4.386"
"21333761","Benefits of home-based endurance training in lung transplant recipients","Vivodtzev I, Pison C, Guerrero K, Mezin P, Maclet E, Borel JC, Chaffanjon P, Hacini R, Chavanon O, Blin D, Wuyam B.","Respir Physiol Neurobiol. 2011 Jul 31;177(2):189-98. doi: 10.1016/j.resp.2011.02.005. Epub 2011 Feb 17.","Vivodtzev I","Respir Physiol Neurobiol","2011","2011/02/22","","","10.1016/j.resp.2011.02.005"
"19952377","Effects of resistive load on performance and surface EMG activity during repeated cycling sprints on a non-isokinetic cycle ergometer","Matsuura R, Arimitsu T, Yunoki T, Yano T.","Br J Sports Med. 2011 Aug;45(10):820-4. doi: 10.1136/bjsm.2009.068007. Epub 2009 Dec 1.","Matsuura R","Br J Sports Med","2011","2009/12/03","","","10.1136/bjsm.2009.068007"
"20802258","Benefits of home-based rocking-chair exercise for physical performance in community-dwelling elderly women: a randomized controlled trial","Niemelä K, Väänänen I, Leinonen R, Laukkanen P.","Aging Clin Exp Res. 2011 Aug;23(4):279-87. doi: 10.1007/BF03337754. Epub 2010 Aug 27.","Niemelä K","Aging Clin Exp Res","2011","2010/08/31","","","10.1007/BF03337754"
"21139562","Adiposity attenuates muscle quality and the adaptive response to resistance exercise in non-obese, healthy adults","Peterson MD, Liu D, Gordish-Dressman H, Hubal MJ, Pistilli E, Angelopoulos TJ, Clarkson PM, Moyna NM, Pescatello LS, Seip RL, Visich PS, Zoeller RF, Thompson PD, Devaney JM, Hoffman EP, Gordon PM.","Int J Obes (Lond). 2011 Aug;35(8):1095-103. doi: 10.1038/ijo.2010.257. Epub 2010 Dec 7.","Peterson MD","Int J Obes (Lond)","2011","2010/12/09","PMC4147945","NIHMS601640","10.1038/ijo.2010.257"
"21190036","Effect of sprint interval training on circulatory function during exercise in sedentary, overweight/obese women","Trilk JL, Singhal A, Bigelman KA, Cureton KJ.","Eur J Appl Physiol. 2011 Aug;111(8):1591-7. doi: 10.1007/s00421-010-1777-z. Epub 2010 Dec 29.","Trilk JL","Eur J Appl Physiol","2011","2010/12/31","","","10.1007/s00421-010-1777-z"
"21193924","The effects of 6-week-decoupled bi-pedal cycling on submaximal and high intensity performance in competitive cyclists and triathletes","Sperlich B, Zelle S, Kleinöder H, Lochmann M, Zinner C, Holmberg HC, Mester J.","Eur J Appl Physiol. 2011 Aug;111(8):1625-30. doi: 10.1007/s00421-010-1785-z. Epub 2010 Dec 31.","Sperlich B","Eur J Appl Physiol","2011","2011/01/04","","","10.1007/s00421-010-1785-z"
"21221989","Physical fitness factors to predict male Olympic wrestling performance","García-Pallarés J, López-Gullón JM, Muriel X, Díaz A, Izquierdo M.","Eur J Appl Physiol. 2011 Aug;111(8):1747-58. doi: 10.1007/s00421-010-1809-8. Epub 2011 Jan 9.","García-Pallarés J","Eur J Appl Physiol","2011","2011/01/12","","","10.1007/s00421-010-1809-8"
"21233772","Effect of resistance training on physical disability in chronic heart failure","Savage PA, Shaw AO, Miller MS, VanBuren P, LeWinter MM, Ades PA, Toth MJ.","Med Sci Sports Exerc. 2011 Aug;43(8):1379-86. doi: 10.1249/MSS.0b013e31820eeea1.","Savage PA","Med Sci Sports Exerc","2011","2011/01/15","PMC3410739","NIHMS394795","10.1249/MSS.0b013e31820eeea1"
"21233776","Montmorency cherry juice reduces muscle damage caused by intensive strength exercise","Bowtell JL, Sumners DP, Dyer A, Fox P, Mileva KN.","Med Sci Sports Exerc. 2011 Aug;43(8):1544-51. doi: 10.1249/MSS.0b013e31820e5adc.","Bowtell JL","Med Sci Sports Exerc","2011","2011/01/15","","","10.1249/MSS.0b013e31820e5adc"
"21234594","Post-exercise protein synthesis rates are only marginally higher in type I compared with type II muscle fibres following resistance-type exercise","Koopman R, Gleeson BG, Gijsen AP, Groen B, Senden JM, Rennie MJ, van Loon LJ.","Eur J Appl Physiol. 2011 Aug;111(8):1871-8. doi: 10.1007/s00421-010-1808-9. Epub 2011 Jan 14.","Koopman R","Eur J Appl Physiol","2011","2011/01/15","PMC3156941","","10.1007/s00421-010-1808-9"
"21266927","Changes in functional magnetic resonance imaging cortical activation with cross education to an immobilized limb","Farthing JP, Krentz JR, Magnus CR, Barss TS, Lanovaz JL, Cummine J, Esopenko C, Sarty GE, Borowsky R.","Med Sci Sports Exerc. 2011 Aug;43(8):1394-405. doi: 10.1249/MSS.0b013e318210783c.","Farthing JP","Med Sci Sports Exerc","2011","2011/01/27","","","10.1249/MSS.0b013e318210783c"
"21334221","Effect of early implementation of electrical muscle stimulation to prevent muscle atrophy and weakness in patients after anterior cruciate ligament reconstruction","Hasegawa S, Kobayashi M, Arai R, Tamaki A, Nakamura T, Moritani T.","J Electromyogr Kinesiol. 2011 Aug;21(4):622-30. doi: 10.1016/j.jelekin.2011.01.005. Epub 2011 Feb 18.","Hasegawa S","J Electromyogr Kinesiol","2011","2011/02/22","","","10.1016/j.jelekin.2011.01.005"
"21410544","Potential safety issues with blood flow restriction training","Loenneke JP, Wilson JM, Wilson GJ, Pujol TJ, Bemben MG.","Scand J Med Sci Sports. 2011 Aug;21(4):510-8. doi: 10.1111/j.1600-0838.2010.01290.x. Epub 2011 Mar 16.","Loenneke JP","Scand J Med Sci Sports","2011","2011/03/18","","","10.1111/j.1600-0838.2010.01290.x"
"21544000","Combination of general and specific warm-ups improves leg-press one repetition maximum compared with specific warm-up in trained individuals","Abad CC, Prado ML, Ugrinowitsch C, Tricoli V, Barroso R.","J Strength Cond Res. 2011 Aug;25(8):2242-5. doi: 10.1519/JSC.0b013e3181e8611b.","Abad CC","J Strength Cond Res","2011","2011/05/06","","","10.1519/JSC.0b013e3181e8611b"
"21572350","The seated medicine ball throw as a test of upper body power in older adults","Harris C, Wattles AP, DeBeliso M, Sevene-Adams PG, Berning JM, Adams KJ.","J Strength Cond Res. 2011 Aug;25(8):2344-8. doi: 10.1519/JSC.0b013e3181ecd27b.","Harris C","J Strength Cond Res","2011","2011/05/17","","","10.1519/JSC.0b013e3181ecd27b"
"21572351","Salivary hormone and immune responses to three resistance exercise schemes in elite female athletes","Nunes JA, Crewther BT, Ugrinowitsch C, Tricoli V, Viveiros L, de Rose D Jr, Aoki MS.","J Strength Cond Res. 2011 Aug;25(8):2322-7. doi: 10.1519/JSC.0b013e3181ecd033.","Nunes JA","J Strength Cond Res","2011","2011/05/17","","","10.1519/JSC.0b013e3181ecd033"
"21572353","The effects of exercise-induced muscle damage on cycling time-trial performance","Burt DG, Twist C.","J Strength Cond Res. 2011 Aug;25(8):2185-92. doi: 10.1519/JSC.0b013e3181e86148.","Burt DG","J Strength Cond Res","2011","2011/05/17","","","10.1519/JSC.0b013e3181e86148"
"21596925","Influence of acetaminophen and ibuprofen on in vivo patellar tendon adaptations to knee extensor resistance exercise in older adults","Carroll CC, Dickinson JM, LeMoine JK, Haus JM, Weinheimer EM, Hollon CJ, Aagaard P, Magnusson SP, Trappe TA.","J Appl Physiol (1985). 2011 Aug;111(2):508-15. doi: 10.1152/japplphysiol.01348.2010. Epub 2011 May 19.","Carroll CC","J Appl Physiol (1985)","2011","2011/05/21","PMC3154687","","10.1152/japplphysiol.01348.2010"
"21606857","Muscular hypertrophy and changes in cytokine production after eccentric training in the rat skeletal muscle","Ochi E, Nakazato K, Ishii N.","J Strength Cond Res. 2011 Aug;25(8):2283-92. doi: 10.1519/JSC.0b013e3181f1592e.","Ochi E","J Strength Cond Res","2011","2011/05/25","","","10.1519/JSC.0b013e3181f1592e"
