Comparison Number,Outcome Number,Subgroup Number,Name,Data Type,Statistical Method,Effect Measure,Analysis Model,Study Confidence Interval,Total Confidence Interval,Test for subgroup differences,Events 1,Mean 1,SD 1,Total 1,Events 2,Mean 2,SD 2,Total 2,Effect Estimate,SE,CI Start,CI End,Weight,Q,P(Q),I²(Q),Tau²,Z,P(Z),Qint,P(Qint),I²(Qint),df,Year of study,Random sequence generation (selection bias),Allocation concealment (selection bias),Blinding of outcome assessment (detection bias),Incomplete outcome data (attrition bias),Selective reporting (reporting bias),Other bias
2,6,1,Libardi et al. 2011,,,,,,,,0,284.3,82.4,11,0,339.1,80.9,12,-0.6471545,0.43038241,-1.49068852,0.19637952,6.33630573,,,,,,,,,,,2011,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,6,1,Fyfe et al. 2016 *,,,,,,,,0,375.07,58.48,15,0,412,53,8,-0.62764592,0.44944506,-1.50854204,0.2532502,5.8135361,,,,,,,,,,,2016,Low risk,Low risk,Unclear risk,High risk,Low risk,Unclear risk
2,6,1,Izquierdo et al. 2005,,,,,,,,0,155.88,20.59,10,0,168.91,21.43,11,-0.59462966,0.44863355,-1.47393525,0.28467593,5.83445326,,,,,,,,,,,2005,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,6,1,Robineau et al. 2016 *,,,,,,,,0,181.98,28.8,38,0,190,38.4,10,-0.25517862,0.35644738,-0.95380265,0.44344542,9.20845514,,,,,,,,,,,2016,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Unclear risk
2,6,1,Laird et al. 2016,,,,,,,,0,68.12,4.76,12,0,69.07,11.42,14,-0.10220522,0.3936987,-0.87384049,0.66943005,7.56195605,,,,,,,,,,,2016,High risk,High risk,Unclear risk,Low risk,Low risk,Low risk
2,6,1,De Souza et al. 2013,,,,,,,,0,315.7,63.5,11,0,320.3,57,11,-0.07334261,0.42657603,-0.90941626,0.76273104,6.449093,,,,,,,,,,,2013,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,6,1,Mccarthy et al. 1995,,,,,,,,0,125.05,8.87,10,0,125.33,7.8,10,-0.03210777,0.44724948,-0.90870064,0.8444851,5.87038916,,,,,,,,,,,1995,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,High risk
2,6,1,Silva et al. 2012 *,,,,,,,,0,144.71,24.16,32,0,135.3,29,12,0.36215605,0.34091104,-0.30601732,1.03032942,10.05750865,,,,,,,,,,,2012,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,6,2,Trained ST,CON,IV,Std. Mean Difference,Random,,,,0,,,55,0,,,55,-0.31032281,,-0.72006635,0.09942073,30.64197426,5.67245691,0.33940574,11.85477331,0.03116366,1.48439565,0.13770399,,,,5,,
2,6,2,Balabinis et al. 2003,,,,,,,,0,235.3,3.98,7,0,240.7,4.88,7,-1.13531322,0.59141924,-2.29447363,0.02384719,3.3663851,,,,,,,,,,,2003,High risk,High risk,Unclear risk,Low risk,Low risk,Low risk
2,6,2,Robineau et al. 2017 *,,,,,,,,0,163.3,16.8,9,0,187.3,34.1,11,-0.82757843,0.47259172,-1.75384118,0.09868431,5.26118681,,,,,,,,,,,2017,Low risk,Unclear risk,Unclear risk,High risk,Low risk,Low risk
2,6,2,Kraemer et al. 1995,,,,,,,,0,161.11,19.44,9,0,172.69,22.69,9,-0.52199868,0.48157265,-1.46586372,0.42186637,5.06785403,,,,,,,,,,,1995,Low risk,Low risk,Unclear risk,Low risk,Low risk,High risk
2,6,2,Shamim et al. 2018,,,,,,,,0,310.8,69.34,12,0,309.5,62.43,10,0.01885765,0.42818592,-0.82037132,0.85808662,6.40102647,,,,,,,,,,,2018,High risk,Unclear risk,Unclear risk,High risk,Low risk,Low risk
2,6,2,Dolezal & Potteiger. 1998,,,,,,,,0,118.9,21,10,0,116.1,22.4,10,0.12351594,0.44774432,-0.7540468,1.00107868,5.85750317,,,,,,,,,,,1998,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,High risk
2,6,2,Mirghani et al. 2014,,,,,,,,0,98.03,15.46,8,0,95.77,15.18,8,0.13946724,0.50080578,-0.84209406,1.12102853,4.68801867,,,,,,,,,,,2014,Low risk,Unclear risk,Unclear risk,High risk,Low risk,High risk
2,6,3,Highly-trained ST,CON,IV,Std. Mean Difference,Random,,,,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,
2,7,0,Upper body strength status effect RT status,CON,IV,Std. Mean Difference,Random,95%,95%,Yes,0,,,195,0,,,136,-0.16999666,,-0.44038742,0.10039411,100,17.60482171,0.1731087,26.15659383,0.06883018,1.23224374,0.21785807,0.57191101,0.44950065,0,13,,
2,7,1,Untrained ST,CON,IV,Std. Mean Difference,Random,,,,0,,,132,0,,,76,-0.07754031,,-0.51936402,0.36428341,56.91893418,12.88423451,0.04491168,53.43145925,0.18813097,0.34397476,0.73086527,,,,6,,
2,7,1,Izquierdo et al. 2005,,,,,,,,0,69.75,11.93,10,0,82.92,7.2,11,-1.29920927,0.49028555,-2.26015129,-0.33826725,6.15508201,,,,,,,,,,,2005,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,7,1,Libardi et al. 2011,,,,,,,,0,84.4,13.5,11,0,90,14.8,12,-0.38022426,0.42194186,-1.20721511,0.4467666,7.70952808,,,,,,,,,,,2011,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,7,1,Robineau et al. 2016 *,,,,,,,,0,88.34,19.02,38,0,95.3,14.7,10,-0.37500691,0.35764743,-1.07598299,0.32596917,9.67365815,,,,,,,,,,,2016,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Unclear risk
2,7,1,Silva et al. 2012 *,,,,,,,,0,35.97,5.06,32,0,35.4,6.9,12,0.09994579,0.33868571,-0.56386601,0.76375758,10.36957771,,,,,,,,,,,2012,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,7,1,Mccarthy et al. 1995,,,,,,,,0,85.73,7.93,10,0,84.36,6.77,10,0.17796549,0.44831467,-0.70071511,1.0566461,7.05374015,,,,,,,,,,,1995,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,High risk
2,7,1,Fyfe et al. 2016 *,,,,,,,,0,90,18.96,15,0,83,22,8,0.33693365,0.44118561,-0.52777425,1.20164156,7.22350919,,,,,,,,,,,2016,Low risk,Low risk,Unclear risk,High risk,Low risk,Unclear risk
2,7,1,Glowacki et al. 2004,,,,,,,,0,99.5,17.8,16,0,86.5,18.6,13,0.69579178,0.38611192,-0.06097369,1.45255725,8.7338389,,,,,,,,,,,2004,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,High risk
2,7,2,Trained ST,CON,IV,Std. Mean Difference,Random,,,,0,,,63,0,,,60,-0.29773582,,-0.65893795,0.06346631,43.08106582,3.67867915,0.72006526,0,0,1.61558149,0.10618483,,,,6,,
2,7,2,Bell et al. 1997,,,,,,,,0,46.2,4.5,8,0,51.5,4.5,5,-1.09560724,0.62549562,-2.32155612,0.13034165,4.1367467,,,,,,,,,,,1997,High risk,High risk,Unclear risk,High risk,Low risk,Low risk
2,7,2,Mirghani et al. 2014,,,,,,,,0,64.85,7.28,8,0,70.3,8.14,8,-0.66728044,0.51813158,-1.68279967,0.34823879,5.64265364,,,,,,,,,,,2014,Low risk,Unclear risk,Unclear risk,High risk,Low risk,High risk
2,7,2,Robineau et al. 2017 *,,,,,,,,0,91.4,13.9,9,0,99.5,14.2,11,-0.5514676,0.45987861,-1.45281312,0.34987792,6.78946773,,,,,,,,,,,2017,Low risk,Unclear risk,Unclear risk,High risk,Low risk,Low risk
2,7,2,Kraemer et al. 1995,,,,,,,,0,95.14,14.86,9,0,97.03,20.54,9,-0.1004106,0.47178466,-1.02509155,0.82427034,6.53102962,,,,,,,,,,,1995,Low risk,Low risk,Unclear risk,Low risk,Low risk,High risk
2,7,2,Dolezal & Potteiger. 1998,,,,,,,,0,92.9,21.5,10,0,94.3,15.3,10,-0.07185929,0.4473933,-0.94873404,0.80501546,7.07538141,,,,,,,,,,,1998,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,High risk
2,7,2,Shamim et al. 2018,,,,,,,,0,81.3,20.46,12,0,82.8,21.81,10,-0.06846115,0.42832592,-0.90796453,0.77104223,7.54365547,,,,,,,,,,,2018,High risk,Unclear risk,Unclear risk,High risk,Low risk,Low risk
2,7,2,Balabinis et al. 2003,,,,,,,,0,110.8,3.93,7,0,110.5,2.14,7,0.08875856,0.53488862,-0.95960388,1.137121,5.36213125,,,,,,,,,,,2003,High risk,High risk,Unclear risk,Low risk,Low risk,Low risk
2,7,3,Highly-trained ST,CON,IV,Std. Mean Difference,Random,,,,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,
2,8,0,Power status effect RT status,CON,IV,Std. Mean Difference,Random,95%,95%,Yes,0,,,138,0,,,119,-0.36132284,,-0.61731652,-0.10532916,100,10.00705724,0.43987443,0.07052264,0.00013304,2.7663955,0.00566797,0.77313365,0.37924941,0,10,,
2,8,1,Untrained ST,CON,IV,Std. Mean Difference,Random,,,,0,,,101,0,,,82,-0.44865883,,-0.79109388,-0.10622378,69.29883674,7.38508797,0.28669715,18.75519934,0.04004106,2.56794729,0.01023027,,,,6,,
2,8,1,Prieto-González et al. 2022,,,,,,,,0,35.16,1.29,10,0,37.07,1.81,10,-1.16392947,0.49211503,-2.12845721,-0.19940173,7.04028954,,,,,,,,,,,2022,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,Low risk
2,8,1,Hendrickson et al. 2010,,,,,,,,0,"1,652.9",117.5,12,0,"1,755.5",98.7,17,-0.93409232,0.39945669,-1.71701305,-0.15117158,10.68220578,,,,,,,,,,,2010,Low risk,Unclear risk,Unclear risk,High risk,Unclear risk,High risk
2,8,1,Spiliopoulou et al. 2021,,,,,,,,0,24.91,4.58,9,0,29.06,4.42,10,-0.88171176,0.48674606,-1.8357165,0.07229298,7.19637209,,,,,,,,,,,2021,Unclear risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,8,1,Fyfe et al. 2016 *,,,,,,,,0,48.87,7.97,15,0,52,12,8,-0.31739401,0.44080534,-1.1813566,0.54656858,8.77346914,,,,,,,,,,,2016,Low risk,Low risk,Unclear risk,High risk,Low risk,Unclear risk
2,8,1,Glowacki et al. 2004,,,,,,,,0,52,11.6,16,0,54,8,13,-0.19135495,0.37437102,-0.92510866,0.54239876,12.16034238,,,,,,,,,,,2004,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,High risk
2,8,1,Robineau et al. 2016 *,,,,,,,,0,34.93,4,27,0,35.2,6.9,10,-0.05378048,0.37024422,-0.77944581,0.67188486,12.43267091,,,,,,,,,,,2016,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Unclear risk
2,8,1,Laird et al. 2016,,,,,,,,0,769.6,108.5,12,0,769.4,103.7,14,0.00182847,0.39339799,-0.76921743,0.77287437,11.01348689,,,,,,,,,,,2016,High risk,High risk,Unclear risk,Low risk,Low risk,Low risk
2,8,2,Trained ST,CON,IV,Std. Mean Difference,Random,,,,0,,,37,0,,,37,-0.19071774,,-0.65258664,0.27115117,30.70116326,1.86580991,0.60071992,0,0,0.80932032,0.41833093,,,,3,,
2,8,2,Shamim et al. 2018,,,,,,,,0,41.4,6.08,12,0,44.62,5.42,10,-0.53479863,0.43732328,-1.3919365,0.32233924,8.91364029,,,,,,,,,,,2018,High risk,Unclear risk,Unclear risk,High risk,Low risk,Low risk
2,8,2,Kraemer et al. 1995,,,,,,,,0,697,112,9,0,735,123,9,-0.30766718,0.47496155,-1.23857472,0.62324036,7.55769454,,,,,,,,,,,1995,Low risk,Low risk,Unclear risk,Low risk,Low risk,High risk
2,8,2,Robineau et al. 2017 *,,,,,,,,0,33.6,4.2,9,0,34.2,4.9,11,-0.12486773,0.45000626,-1.00686379,0.75712832,8.41860183,,,,,,,,,,,2017,Low risk,Unclear risk,Unclear risk,High risk,Low risk,Low risk
2,8,2,Balabinis et al. 2003,,,,,,,,0,59.6,2.37,7,0,58.7,1.88,7,0.39388635,0.54168749,-0.66780163,1.45557433,5.8112266,,,,,,,,,,,2003,High risk,High risk,Unclear risk,Low risk,Low risk,Low risk
2,8,3,Highly-trained ST,CON,IV,Std. Mean Difference,Random,,,,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,
2,9,0,Hypertrophy status effect ST status,CON,IV,Std. Mean Difference,Random,95%,95%,Yes,0,,,44,0,,,47,0.24765547,,-0.43378041,0.92909136,100,7.6377942,0.05412171,60.72164396,0.29339137,0.71231325,0.47627083,0.31035492,0.57746258,0,3,,
2,9,1,Untrained ST,CON,IV,Std. Mean Difference,Random,,,,0,,,32,0,,,37,0.15219375,,-0.78590878,1.09029628,75.02553918,7.2392275,0.02679308,72.37274281,0.49710795,0.31797619,0.750503,,,,2,,
2,9,1,Mccarthy et al. 2002,,,,,,,,0,101.51,4.6,10,0,104.9,4.49,10,-0.71430646,0.46463452,-1.62497338,0.19636046,23.73559355,,,,,,,,,,,2002,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,9,1,De Souza et al. 2013,,,,,,,,0,89.97,9.2,11,0,88.5,8.9,11,0.15624122,0.42719319,-0.68104205,0.99352448,25.40103711,,,,,,,,,,,2013,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,9,1,Häkkinen et al. 2003,,,,,,,,0,92.2,6.8,11,0,83.8,9.4,16,0.96322082,0.41656459,0.14676924,1.77967241,25.88890851,,,,,,,,,,,2003,Unclear risk,Unclear risk,Unclear risk,Unclear risk,Low risk,High risk
2,9,2,Trained ST,CON,IV,Std. Mean Difference,Random,,,,0,,,12,0,,,10,0.5131086,,-0.34261801,1.36883521,24.97446082,0,1,0,0,1.17522858,0.2399033,,,,0,,
2,9,2,Shamim et al. 2018,,,,,,,,0,3.16,0.39,12,0,2.97,0.31,10,0.5131086,0.43660323,-0.34261801,1.36883521,24.97446082,,,,,,,,,,,2018,High risk,Unclear risk,Unclear risk,High risk,Low risk,Low risk
2,9,3,Highly-trained ST,CON,IV,Std. Mean Difference,Random,,,,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,
2,10,0,VO2max status effect ST status,CON,IV,Std. Mean Difference,Random,95%,95%,Yes,0,,,266,0,,,229,-0.09100367,,-0.3105683,0.12856097,100,33.90448386,0.08638103,29.21290264,0.08988579,0.81235265,0.41658932,0.00279877,0.95780888,0,24,,
2,10,1,Untrained ST,CON,IV,Std. Mean Difference,Random,,,,0,,,181,0,,,161,-0.09039697,,-0.33648995,0.15569602,69.55774395,20.01263133,0.21965236,20.05049345,0.05319349,0.71995061,0.47155541,,,,16,,
2,10,1,Nelson et al. 1990,,,,,,,,0,48.8,2,5,0,54.7,5.5,4,-1.34296461,0.79260128,-2.89643457,0.21050536,1.74760027,,,,,,,,,,,1990,Low risk,Low risk,Unclear risk,High risk,Low risk,High risk
2,10,1,Hickson et al. 1980,,,,,,,,0,47.1,1.7,7,0,50.9,3.4,8,-1.30088215,0.58682392,-2.4510359,-0.1507284,2.88995221,,,,,,,,,,,1980,High risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,10,1,Libardi et al. 2012,,,,,,,,0,34.43,5.4,11,0,38.55,3.98,12,-0.84313733,0.43919349,-1.70394074,0.01766608,4.43797607,,,,,,,,,,,2012,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,10,1,Mccarthy et al. 1995,,,,,,,,0,45.5,5.69,10,0,48.7,8.22,10,-0.43354691,0.45370904,-1.32280029,0.45570648,4.24347764,,,,,,,,,,,1995,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,High risk
2,10,1,Damasceno et al. 2015,,,,,,,,0,54.4,5.3,9,0,56.8,6,9,-0.40377721,0.47751449,-1.33968842,0.53213399,3.94757172,,,,,,,,,,,2015,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,10,1,Stohanzl et al. 2018 *,,,,,,,,0,36.68,6,20,0,38.3,4.5,11,-0.28536114,0.37737743,-1.02500732,0.45428504,5.40231968,,,,,,,,,,,2018,Low risk,Unclear risk,Unclear risk,High risk,Low risk,High risk
2,10,1,Vikmoen et al 2016,,,,,,,,0,52.5,4.2,11,0,53.5,1.8,8,-0.27913598,0.46743553,-1.19529278,0.63702082,4.06948922,,,,,,,,,,,2016,Low risk,Unclear risk,Unclear risk,High risk,Low risk,Low risk
2,10,1,Trowell et al. 2022,,,,,,,,0,53.3,4.5,14,0,54.4,7.4,14,-0.1743857,0.37879957,-0.91681921,0.56804781,5.37742597,,,,,,,,,,,2022,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,10,1,Vorup et al. 2016,,,,,,,,0,59.8,5.6,8,0,60.1,5.5,6,-0.05052594,0.54017918,-1.10925768,1.0082058,3.28798584,,,,,,,,,,,2016,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,10,1,Beattie et al. 2017,,,,,,,,0,59.1,2.78,6,0,59.07,2.27,9,0.01139161,0.52705184,-1.02161102,1.04439424,3.4132733,,,,,,,,,,,2016,High risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,10,1,Prieto-González et al. 2022,,,,,,,,0,60.98,3.36,10,0,60.91,4.27,10,0.01744966,0.44722419,-0.85909365,0.89399298,4.32899875,,,,,,,,,,,2022,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,Low risk
2,10,1,Glowacki et al. 2004,,,,,,,,0,44.6,6.8,16,0,44.3,7,12,0.04230188,0.38192999,-0.70626716,0.79087091,5.32310782,,,,,,,,,,,2004,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,High risk
2,10,1,De Souza et al. 2013,,,,,,,,0,53.8,8.62,11,0,52.4,5.31,8,0.17980324,0.46581374,-0.73317491,1.09278138,4.08956076,,,,,,,,,,,2013,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,10,1,Kelly et al. 2008,,,,,,,,0,45.1,7.2,7,0,42.3,4.9,9,0.44159781,0.51191131,-0.56172992,1.44492554,3.56583481,,,,,,,,,,,2008,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,10,1,Ferrauti et al. 2010,,,,,,,,0,54.9,4.4,11,0,51.6,7.8,9,0.5140959,0.45852868,-0.38460381,1.4127956,4.18131512,,,,,,,,,,,2010,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,10,1,Gomez-molina et al. 2018,,,,,,,,0,61.1,6.5,14,0,56.9,7.4,11,0.5881402,0.41297715,-0.22128013,1.39756054,4.81867589,,,,,,,,,,,2018,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,10,1,Mikkola et al. 2012,,,,,,,,0,43.3,7.3,11,0,39.4,3.9,11,0.64109268,0.43954171,-0.22039324,1.5025786,4.43317886,,,,,,,,,,,2012,Unclear risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,10,2,Trained ST,CON,IV,Std. Mean Difference,Random,,,,0,,,85,0,,,68,-0.07584022,,-0.55571539,0.40403494,30.44225605,13.89119697,0.05315076,49.60837417,0.23165147,0.30975578,0.75674668,,,,7,,
2,10,2,Johnston et al. 1997,,,,,,,,0,48,2,6,0,51,1.9,6,-1.41965174,0.67702203,-2.74659054,-0.09271294,2.28904436,,,,,,,,,,,1997,Low risk,Unclear risk,High risk,Low risk,Low risk,Low risk
2,10,2,Shamim et al. 2018,,,,,,,,0,45.3,4.51,12,0,47.66,6.6,10,-0.40916674,0.43355319,-1.25891537,0.44058189,4.51660063,,,,,,,,,,,2018,High risk,Unclear risk,Unclear risk,High risk,Low risk,Low risk
2,10,2,Kraemer et al. 1995,,,,,,,,0,56.38,4.69,9,0,58.65,6.87,8,-0.37083724,0.49130037,-1.33376827,0.59209379,3.78841177,,,,,,,,,,,1995,Low risk,Low risk,Unclear risk,Low risk,Low risk,High risk
2,10,2,Dolezal & Potteiger. 1998,,,,,,,,0,55.8,5.2,10,0,57.1,5,10,-0.24408454,0.44928258,-1.12466221,0.63649313,4.30161643,,,,,,,,,,,1998,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,High risk
2,10,2,Levin et al. 2009,,,,,,,,0,62.3,3.2,7,0,62.5,2.7,7,-0.06324247,0.5347084,-1.11125168,0.98476673,3.33943602,,,,,,,,,,,2009,Low risk,Unclear risk,Unclear risk,High risk,Low risk,Low risk
2,10,2,Sanchez-moreno et al. 2021 *,,,,,,,,0,3.78,0.38,22,0,3.79,0.44,11,-0.02436962,0.36928831,-0.7481614,0.69942217,5.54653157,,,,,,,,,,,2021,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,10,2,Skovgaard et al. 2014,,,,,,,,0,59.5,2.77,12,0,58.2,6.9,9,0.25219316,0.44306714,-0.61620248,1.12058881,4.38498017,,,,,,,,,,,2014,Low risk,Unclear risk,Unclear risk,Low risk,Low risk,Low risk
2,10,2,Balabinis et al. 2003,,,,,,,,0,62,1.91,7,0,59,0.9,7,1.88111856,0.6794037,0.54951178,3.21272534,2.27563509,,,,,,,,,,,2003,High risk,High risk,Unclear risk,Low risk,Low risk,Low risk
2,10,3,Highly-trained ST,CON,IV,Std. Mean Difference,Random,,,,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,
